tagIndex,tag_clean,event_count,movie_count,user_count
21772,chronometer,1,1,1
21773,chronophotography,1,1,1
21774,chronos,1,1,1
21775,chrysalis,2,2,1
21776,chrysler,13,13,2
21777,chrysler 300,2,2,1
21778,chrysler automobile,6,6,1
21779,chrysler building,8,8,1
21780,chrysler building manhattan new york city,27,27,1
21781,chrysler fifth avenue,1,1,1
21782,chrysler imperial,1,1,1
21783,chrysler imperial convertible,1,1,1
21784,chrysler lebaron convertible,1,1,1
21785,chrysler motor vehicle,5,5,1
21786,chrysler pt cruiser,1,1,1
21787,chrysler sebring,1,1,1
21788,chu sang-mi,1,1,1
21789,chubby chaser,1,1,1
21790,chubby woman,2,2,1
21791,chuck a luck,1,1,1
21792,chuck berry,2,2,2
21793,chuck connors,1,1,1
21794,chuck jones,2,2,2
21795,chuck norris,36,21,14
21796,chuck palahniuk,31,2,30
21797,chuck russell,3,3,3
21798,chuck schuldiner,1,1,1
21799,chuck shamata,1,1,1
21800,chuck wagon,2,2,1
21801,chuck yaeger character,1,1,1
21802,chuckie,4,2,3
21803,chuckie's mom,1,1,1
21804,chuckwagon,1,1,1
21805,chucky,24,7,9
21806,chucky character,1,1,1
21807,chugging,1,1,1
21808,chugging a beer,1,1,1
21809,chugging a drink,1,1,1
21810,chugging a glass of beer,1,1,1
21811,chugging beer,3,3,1
21812,chugging liquor,1,1,1
21813,chukotka,1,1,1
21814,chuku modu,2,1,2
21815,chulpan khamatova,1,1,1
21816,chungking mansions,1,1,1
21817,chupacabra,1,1,1
21818,church,586,519,57
21819,church bell,40,39,2
21820,church bells,4,4,1
21821,church benefit,1,1,1
21822,church bombing,1,1,1
21823,church bus,1,1,1
21824,church choir,12,12,1
21825,church collapse,1,1,1
21826,church confession,2,2,1
21827,church congregation,2,2,1
21828,church elders,1,1,1
21829,church hat,1,1,1
21830,church meeting,2,1,2
21831,church music,1,1,1
21832,church of england,4,4,1
21833,church of god,1,1,1
21834,church of jesus christ of latter day saints,1,1,1
21835,church of jesus christ of latter-day saints,5,5,1
21836,church of satan,3,3,2
21837,church of scotland,2,1,2
21838,church on fire,1,1,1
21839,church organ,2,2,1
21840,church pot luck,1,1,1
21841,church restoration,1,1,1
21842,church ruin,1,1,1
21843,church ruins,2,2,1
21844,church service,21,20,2
21845,church singer,1,1,1
21846,church singer as protagonist,1,1,1
21847,church steeple,1,1,1
21848,church wedding,2,2,1
21849,church without christ,1,1,1
21850,churchyard,7,6,2
21851,churn,1,1,1
21852,chus lampreave,2,2,1
21853,chute,6,6,1
21854,chutes and ladders,2,1,2
21855,cia,740,186,282
21856,cia agent,89,63,31
21857,cia analyst,1,1,1
21858,cia assassin,1,1,1
21859,cia central intelligence agency,62,59,5
21860,cia comedy,21,2,21
21861,cia crimes,1,1,1
21862,cia director,1,1,1
21863,cia drug trafficking,1,1,1
21864,cia funded,1,1,1
21865,cia headquarters,2,2,1
21866,cia headquarters langley virginia,1,1,1
21867,cia man,1,1,1
21868,cia officer,1,1,1
21869,cia operative,4,4,1
21870,cia trafficking,1,1,1
21871,cialis,1,1,1
21872,ciaran foy,1,1,1
21873,ciaran hinds,5,4,4
21874,ciarán hinds,1,1,1
21875,ciarã¡n hinds,4,4,4
21876,cicada,1,1,1
21877,cicely tyson,1,1,1
21878,cidade de deus,1,1,1
21879,cider,3,3,1
21880,ciencia ficción,1,1,1
21881,ciencia-ficción,1,1,1
21882,cienematography,1,1,1
21883,cigar,8,8,2
21884,cigar box,3,3,1
21885,cigar butt,1,1,1
21886,cigar cutter,1,1,1
21887,cigar smoking,304,299,5
21888,cigar smoking gangster,1,1,1
21889,cigar store,2,2,1
21890,cigar store indian,1,1,1
21891,cigarette,97,97,1
21892,cigarette ash,1,1,1
21893,cigarette behind ear,2,2,1
21894,cigarette break,1,1,1
21895,cigarette burn,10,8,2
21896,cigarette butt,5,5,1
21897,cigarette case,17,17,1
21898,cigarette girl,6,5,2
21899,cigarette holder,28,28,1
21900,cigarette lighter,92,91,3
21901,cigarette machine,3,3,1
21902,cigarette manufacturer,1,1,1
21903,cigarette pack rolled in sleeve,1,1,1
21904,cigarette paper,2,2,1
21905,cigarette put out in a drink,1,1,1
21906,cigarette put out on face,1,1,1
21907,cigarette rolling,1,1,1
21908,cigarette smoke,1,1,1
21909,cigarette smoking,914,894,10
21910,cigarette smuggling,3,3,1
21911,cigarette torture,1,1,1
21912,cigarettes,22,6,21
21913,cigarillo,1,1,1
21914,cigarillo smoking,1,1,1
21915,ciggarettes,1,1,1
21916,ciircus,1,1,1
21917,cilantro,2,1,2
21918,cillian murphy,170,24,99
21919,cillilan murphy,3,1,3
21920,cimrman,8,8,1
21921,cincinnati,29,21,13
21922,cincinnati art complex,1,1,1
21923,cincinnati ohio,10,10,1
21924,cincinnati reds,1,1,1
21925,cinco de mayo,1,1,1
21926,cinder block,1,1,1
21927,cinderblock,2,2,1
21928,cinderblock building,1,1,1
21929,cinderella,68,31,41
21930,cinderella moment,1,1,1
21931,cinderella story,4,4,1
21932,cinderella story gone wrong,1,1,1
21933,cine argentino,2,1,2
21934,cine español,1,1,1
21935,cine familiar,1,1,1
21936,cine mexicano,1,1,1
21937,cine negro,1,1,1
21938,cine quinqui,5,5,1
21939,cineaste,2,2,2
21940,cineasterna,1,1,1
21941,cineastic,5,1,5
21942,cinecitta,3,3,1
21943,cinecittà,2,2,1
21944,cinecittà studios,2,2,1
21945,cinem,1,1,1
21946,cinema,114,106,15
21947,cinema about cinema,1,1,1
21948,cinema cegep saint-laurent,1,1,1
21949,cinema club,1,1,1
21950,cinema digital sound,8,8,1
21951,cinema extreme,2,2,1
21952,cinema fan,1,1,1
21953,cinema history,13,7,9
21954,cinema marginal,1,1,1
21955,cinema novo,11,9,3
21956,cinema of moral anxiety,1,1,1
21957,cinema of transgression,1,1,1
21958,cinema on cinema,5,4,2
21959,cinema pernambucano,1,1,1
21960,cinema terrorism,1,1,1
21961,cinema unawarerite,1,1,1
21962,cinema verita,1,1,1
21963,cinema veritas,1,1,1
21964,cinema verite,22,21,7
21965,cinema veritã©,2,1,2
21966,cinema veritãƒâ©,1,1,1
21967,cinema verité,6,6,3
21968,cinemagraphy,1,1,1
21969,cinemaquorum,1,1,1
21970,cinemascope,24,7,21
21971,cinemascope 55,3,2,2
21972,cinematheque francaise,1,1,1
21973,cinematic,10,9,9
21974,cinematic character continuity,1,1,1
21975,cinematic orchestra,1,1,1
21976,cinematic tribute,1,1,1
21977,cinematic universe,2,2,1
21978,cinematogr,1,1,1
21979,cinematograp,1,1,1
21980,cinematograph,1,1,1
21981,cinematographer,20,20,1
21982,cinematographer as character,1,1,1
21983,cinematographer of oldboy,1,1,1
21984,cinematographer-director,5,2,5
21985,cinematographer: dan mindel,2,2,1
21986,cinematographer:andrew lesnie,3,3,1
21987,cinematographer:bojan bazelli,4,4,1
21988,cinematographer:dariusz wolski,8,7,2
21989,cinematographer:geoffrey unsworth,5,5,1
21990,cinematographer:gordon willis,6,5,2
21991,cinematographer:gunnar fischer,4,2,3
21992,cinematographer:harris savides,6,5,2
21993,cinematographer:jeff cronenweth,3,2,2
21994,cinematographer:john alcott,5,4,2
21995,cinematographer:jordan cronenweth,2,2,1
21996,cinematographer:luigi kuveiller,4,4,1
21997,cinematographer:michael chapman,4,4,1
21998,cinematographer:nick doob,1,1,1
21999,cinematographer:phedon papamichael,4,4,1
22000,cinematographer:phil parmet,1,1,1
22001,cinematographer:robert richardson,16,14,3
22002,cinematographer:rodrigo prieto,6,5,2
22003,cinematographer:roger deakins,5,3,3
22004,cinematographer:tak fujimoto,5,4,2
22005,cinematographer:victor j. kemper,4,4,1
22006,cinematographer:vilmos zsigmond,4,4,1
22007,cinematographer:vittorio storaro,5,5,1
22008,cinematographically examines issues in contemporary cultre,1,1,1
22009,cinematography,5429,757,1513
22010,cinematography beautiful,1,1,1
22011,cinematography classic,2,1,2
22012,cinematography so bad it hurts,1,1,1
22013,cinematography: conrad hall,2,1,2
22014,cinematography: vittorio storaro,1,1,1
22015,cinematograpy:roger deakins,30,4,27
22016,cinematrophy,1,1,1
22017,cinemax,1,1,1
22018,cinemotography,2,1,2
22019,cinemtography,1,1,1
22020,cinepanettone,1,1,1
22021,cinephile,5,5,1
22022,cinephilia,11,9,3
22023,cinerama,4,2,3
22024,cinerama dome theatre hollywood,1,1,1
22025,cinetrain,1,1,1
22026,cinical,1,1,1
22027,cinnamon,1,1,1
22028,cinnamontography,1,1,1
22029,cinncinnati,1,1,1
22030,cinquã© lee,2,2,1
22031,cinã©ma vã©ritã©,1,1,1
22032,cinéma du look,12,10,2
22033,cinéma vérité,24,20,4
22034,cipher,11,2,10
22035,circe,1,1,1
22036,circle,5,5,1
22037,circle k,1,1,1
22038,circle of candles,1,1,1
22039,circle of friends,1,1,1
22040,circle of life,1,1,1
22041,circle shooting,1,1,1
22042,circles of hell,1,1,1
22043,circling vultures,1,1,1
22044,circo,2,1,2
22045,circuit board,2,2,1
22046,circuit court,1,1,1
22047,circuit diagram,1,1,1
22048,circuit judge,1,1,1
22049,circuit party,1,1,1
22050,circular,2,2,2
22051,circular camera shot,1,1,1
22052,circular saw,27,26,3
22053,circular saw blade,1,1,1
22054,circular staircase,47,47,1
22055,circular window,1,1,1
22056,circular writing,1,1,1
22057,circulation,1,1,1
22058,circulatory system,2,2,1
22059,circumcised penis,5,3,2
22060,circumcision,15,15,4
22061,circumcision ritual,3,3,1
22062,circumnavigation,1,1,1
22063,circumscision,1,1,1
22064,circumscribed pentagram,3,3,1
22065,circumstance,1,1,1
22066,circumstantial,1,1,1
22067,circus,246,140,95
22068,circus act,2,2,1
22069,circus aerialist,1,1,1
22070,circus artist,2,2,1
22071,circus clown,2,2,1
22072,circus costume,1,1,1
22073,circus family,1,1,1
22074,circus freak,2,2,1
22075,circus performance,3,3,1
22076,circus performer,9,8,3
22077,circus ring,1,1,1
22078,circus ringmaster,1,1,1
22079,circus sideshow,2,1,2
22080,circus tent,7,7,2
22081,circus train,1,1,1
22082,circus troupe,1,1,1
22083,circus wagon,4,3,2
22084,circuses & carnivals,1,1,1
22085,circuses and carnivals,6,2,4
22086,ciro's nightclub hollywood,1,1,1
22087,cirque du soleil,1,1,1
22088,cirrhosis of the liver,1,1,1
22089,cirus,1,1,1
22090,cis actor cast as trans,1,1,1
22091,cisco,1,1,1
22092,cisco kid,2,2,1
22093,cisnormative,1,1,1
22094,cissexism,7,2,6
22095,cistern,3,3,1
22096,citadel,5,5,1
22097,citi field queens new york city,1,1,1
22098,citibank,1,1,1
22099,cities,4,4,2
22100,cities of love,1,1,1
22101,citizen,5,5,1
22102,citizen justice,3,1,3
22103,citizen kane,1,1,1
22104,citizen radio,1,1,1
22105,citizen uprising,1,1,1
22106,citizen watch,1,1,1
22107,citizen's arrest,2,2,1
22108,citizens band,1,1,1
22109,citizens band radio,1,1,1
22110,citizenship,5,5,1
22111,citroen,9,9,2
22112,citroen 2cv,2,2,1
22113,citroen d s,2,2,1
22114,citroen ds,1,1,1
22115,citroen traction avant,1,1,1
22116,citrus,1,1,1
22117,citrus tree,2,1,2
22118,city,251,241,16
22119,city as place of sin,1,1,1
22120,city at night,1,1,1
22121,city attorney,1,1,1
22122,city block,1,1,1
22123,city boy,1,1,1
22124,city bus,6,6,1
22125,city council,4,4,1
22126,city councilman,2,2,1
22127,city country contrast,14,11,4
22128,city dump,1,1,1
22129,city editor,2,1,2
22130,city folklore,1,1,1
22131,city gate,2,2,1
22132,city girl,1,1,1
22133,city government,1,1,1
22134,city hall,16,14,3
22135,city identification flyover scene,1,1,1
22136,city in panic,2,2,1
22137,city in peril,2,2,1
22138,city in ruins,10,10,1
22139,city in title,12,12,1
22140,city inspector,1,1,1
22141,city life,16,11,15
22142,city lights,2,2,1
22143,city mayor,1,1,1
22144,city morgue,1,1,1
22145,city name as title,3,3,2
22146,city name in title,50,49,3
22147,city night scape,1,1,1
22148,city of argos,1,1,1
22149,city of lights,1,1,1
22150,city of r'lyeh,1,1,1
22151,city of the dead,1,1,1
22152,city of tomorrow,1,1,1
22153,city of westminster london,1,1,1
22154,city of women,1,1,1
22155,city on fire,3,3,1
22156,city park,12,12,1
22157,city permit,1,1,1
22158,city planning,1,1,1
22159,city politics,1,1,1
22160,city portrait,9,8,2
22161,city room,1,1,1
22162,city ruin,3,3,1
22163,city ruins,1,1,1
22164,city slicker,3,3,1
22165,city state,1,1,1
22166,city street,1,1,1
22167,city symphony,2,2,1
22168,city tour,1,1,1
22169,city traffic,2,2,1
22170,city under attack,51,3,49
22171,city view,7,7,1
22172,city wall,2,2,1
22173,city war,1,1,1
22174,city youths,1,1,1
22175,cityscape,46,41,6
22176,cityview,5,5,1
22177,ciudad de méxico,1,1,1
22178,ciudad encantada,3,3,1
22179,civic,1,1,1
22180,civic activist,1,1,1
22181,civic education,1,1,1
22182,civic pride,1,1,1
22183,civics teacher,1,1,1
22184,civil court,3,3,1
22185,civil defense,4,4,1
22186,civil desinformation,1,1,1
22187,civil disobedience,8,7,6
22188,civil disorder,1,1,1
22189,civil engineer,4,4,1
22190,civil engineering,1,1,1
22191,civil law,3,2,2
22192,civil liberties,6,5,2
22193,civil registry office,1,1,1
22194,civil rights,243,65,143
22195,civil rights activist,5,5,1
22196,civil rights era,5,2,5
22197,civil rights law,1,1,1
22198,civil rights movement,21,18,6
22199,civil servant,7,7,1
22200,civil service,4,4,1
22201,civil suit,1,1,1
22202,civil unrest,7,7,1
22203,civil war,345,173,141
22204,civil war in russia,1,1,1
22205,civil war reenactment,1,1,1
22206,civil war reenactment park,1,1,1
22207,civil war reenactor,1,1,1
22208,civil war veteran,14,10,5
22209,civile bombing,2,1,2
22210,civilian,4,4,1
22211,civilian bombing,1,1,1
22212,civilian caught up in intrigue,2,2,1
22213,civilian fleet,1,1,1
22214,civilian helping police,1,1,1
22215,civilian in war,1,1,1
22216,civilian massacre,1,1,1
22217,civilians,1,1,1
22218,civilians at war,9,7,4
22219,civilians at wartime,3,3,2
22220,civilisation,1,1,1
22221,civility,1,1,1
22222,civilization,41,24,19
22223,civilized indian,1,1,1
22224,cixin liu,1,1,1
22225,claes bang,2,1,2
22226,claim,2,2,1
22227,claim filing,1,1,1
22228,claim in title,48,48,2
22229,claim jumper,1,1,1
22230,claiming to be a lesbian,1,1,1
22231,claims to be true,3,1,3
22232,clair de lune,2,2,1
22233,claire bloom,2,2,2
22234,claire danes,52,14,41
22235,claire denis,1,1,1
22236,claire forlani,5,3,5
22237,claire foy,5,4,5
22238,claire geare,1,1,1
22239,claire gérard,1,1,1
22240,claire maurier,1,1,1
22241,claire rankin,1,1,1
22242,clairton pennsylvania,1,1,1
22243,clairvoyance,20,15,7
22244,clairvoyant,20,18,5
22245,clambake,1,1,1
22246,clamdigger bar,1,1,1
22247,clamp,1,1,1
22248,clamped to a wall,1,1,1
22249,clan,14,13,2
22250,clan leader,1,1,1
22251,clan war,1,1,1
22252,clancy,1,1,1
22253,clancy brown,6,5,3
22254,clancy of the overflow,1,1,1
22255,clandestine,8,8,3
22256,clandestine activity,1,1,1
22257,clandestine meeting,3,3,1
22258,clandestine operation,3,3,1
22259,clandestine relationship,1,1,1
22260,clandestine sex,1,1,1
22261,clank of chain,2,2,1
22262,clanking chains,1,1,1
22263,clans,9,4,7
22264,clansman,1,1,1
22265,clap,1,1,1
22266,clap cinema,1,1,1
22267,clapboard,3,3,1
22268,clapper,1,1,1
22269,clapperboard,3,3,1
22270,clapping,18,18,1
22271,clapping crowd,2,2,1
22272,clapping to music,2,2,1
22273,clara bow,6,3,4
22274,clara calamai,1,1,1
22275,clara cluck,2,2,1
22276,clara lago,1,1,1
22277,clara rugaard,1,1,1
22278,clara wong,1,1,1
22279,clarabelle cow,3,3,1
22280,clare danes,3,2,3
22281,clare forlani,3,1,3
22282,clarence brown,3,3,2
22283,clarence darrow character,1,1,1
22284,clarence thomas,1,1,1
22285,clarice lispector,1,1,1
22286,clarice starling,2,2,1
22287,claridge maryland,1,1,1
22288,clarinet,9,9,1
22289,clarinet player,4,4,1
22290,clarinetist,2,2,1
22291,clarivoyance,8,3,6
22292,clark duke,5,4,3
22293,clark gable,26,15,14
22294,clark gable impression,1,1,1
22295,clark gregg,5,3,5
22296,clark kent character,8,8,1
22297,clash of clans,1,1,1
22298,clash of cultures,10,5,10
22299,clash of interests,1,1,1
22300,clash of religions,1,1,1
22301,clash of the titans,1,1,1
22302,clashing motivations,1,1,1
22303,clashing world views,3,3,3
22304,clasic,1,1,1
22305,clasp knife,5,5,1
22306,class,134,122,27
22307,class action lawsuit,3,3,1
22308,class clash,1,1,1
22309,class commentary,6,2,6
22310,class conflict,70,28,49
22311,class consciousness,1,1,1
22312,class descrimination,1,1,1
22313,class difference,15,8,10
22314,class differences,283,201,70
22315,class discrimination,1,1,1
22316,class distinction,16,13,4
22317,class divide,41,11,36
22318,class field trip,1,1,1
22319,class identity,1,1,1
22320,class issues,34,20,27
22321,class photograph,4,4,1
22322,class prejudice,7,7,1
22323,class president,1,1,1
22324,class relations,1,1,1
22325,class reunion,14,14,1
22326,class sci-fi,1,1,1
22327,class society,31,23,12
22328,class strife,1,1,1
22329,class struggle,81,23,64
22330,class strugle,1,1,1
22331,class system,8,8,2
22332,class themes,148,38,111
22333,class traitor,2,2,2
22334,class trilogy,1,1,1
22335,class trip,1,1,1
22336,class war,26,21,9
22337,class warfare,36,13,28
22338,classes,2,2,2
22339,classic,4741,579,1552
22340,classic '80s,4,1,4
22341,classic '80s film,1,1,1
22342,classic 80s cliches,1,1,1
22343,classic action movie,3,2,2
22344,classic adventure,8,1,8
22345,classic albums,9,6,3
22346,classic animated feature film,1,1,1
22347,classic animated tale,2,2,1
22348,classic animation,8,7,4
22349,classic animation subgenre,2,2,1
22350,classic baseball,2,2,1
22351,classic beauty,1,1,1
22352,classic bond,1,1,1
22353,classic boy likes boy story.,1,1,1
22354,classic bruce willis,4,1,4
22355,classic bugs bunny animations,1,1,1
22356,classic car,45,10,36
22357,classic car museum,1,1,1
22358,classic carrey,3,1,3
22359,classic chase scenes,2,2,1
22360,classic cheerful short,1,1,1
22361,classic chick flick,8,1,8
22362,classic children's adventure,3,1,3
22363,classic christmas movie references,1,1,1
22364,classic christmas tale,6,1,6
22365,classic comedy,44,11,39
22366,classic disney,2,1,2
22367,classic disney movie,2,1,2
22368,classic erotic,5,5,1
22369,classic fairy tales,2,1,2
22370,classic fantasy,7,6,3
22371,classic feel,1,1,1
22372,classic film,1,1,1
22373,classic funny,2,1,2
22374,classic hollywood,12,1,12
22375,classic horror,53,26,29
22376,classic horror brought to life,2,1,2
22377,classic jack,1,1,1
22378,classic leone,1,1,1
22379,classic literature,10,8,6
22380,classic love story,5,2,4
22381,classic mafia,11,2,10
22382,classic manga,1,1,1
22383,classic martial arts,1,1,1
22384,classic martial arts flick,2,2,1
22385,classic marx,2,2,1
22386,classic monster,9,3,7
22387,classic movie,12,2,12
22388,classic music,1,1,1
22389,classic musical,7,7,1
22390,classic noir,67,63,4
22391,classic noir in high school enviroment,2,1,2
22392,classic performance,1,1,1
22393,classic porn,1,1,1
22394,classic prison,1,1,1
22395,classic remake,1,1,1
22396,classic rock,2,2,2
22397,classic rock music,5,5,1
22398,classic romance,16,2,16
22399,classic romantic comedy,3,1,3
22400,classic scene,1,1,1
22401,classic sci fi,4,2,4
22402,classic sci-fi,222,8,218
22403,classic sci-fy,1,1,1
22404,classic sf,1,1,1
22405,classic silly,2,1,2
22406,classic soundtrack,2,1,2
22407,classic space movie,1,1,1
22408,classic tale,1,1,1
22409,classic teen horror,10,2,9
22410,classic that started the whole star wars universe,1,1,1
22411,classic thriller,12,3,12
22412,classic tropes,1,1,1
22413,classic update,2,1,2
22414,classic villain,2,2,2
22415,classic vince vaughn,3,1,3
22416,classic war movie,2,1,2
22417,classic!,38,30,22
22418,"classic, sci-fi",2,1,2
22419,classic-scorsese,1,1,1
22420,classic. enduring. ever fresh.,1,1,1
22421,classical,54,29,33
22422,classical animation,4,1,4
22423,classical antiquity,2,2,1
22424,classical art,1,1,1
22425,classical chinese,1,1,1
22426,classical composer,1,1,1
22427,classical concert,3,3,1
22428,classical film,1,1,1
22429,classical greek,1,1,1
22430,classical hollywood,1,1,1
22431,classical horror movie,1,1,1
22432,classical music,294,104,159
22433,classical music lover,1,1,1
22434,classical music score,1,1,1
22435,classical piano,1,1,1
22436,classical romance,8,1,8
22437,classical studies,26,22,4
22438,classical temple,1,1,1
22439,classical western,1,1,1
22440,classics,14,6,13
22441,classicscifi,1,1,1
22442,classified,3,3,1
22443,classified ad,7,7,1
22444,classified information,5,5,2
22445,classified mission,1,1,1
22446,classique,1,1,1
22447,classism,44,29,26
22448,classmate,36,35,3
22449,classmate classmate relationship,12,12,1
22450,classmates,8,7,4
22451,classroom,207,195,15
22452,classroom discussion,1,1,1
22453,classroom drama,1,1,1
22454,classroom lab,1,1,1
22455,classroom scene,1,1,1
22456,classy,9,8,4
22457,clau,1,1,1
22458,claude berri,3,2,2
22459,claude cat character,1,1,1
22460,claude chabrol,1,1,1
22461,claude lelouch,1,1,1
22462,claude miller,1,1,1
22463,claude monet,1,1,1
22464,claude rains,21,10,14
22465,claude rich,5,5,2
22466,claude zidi,2,1,2
22467,claudette colbert,14,10,8
22468,claudia black,2,1,2
22469,claudia cardinale,10,4,9
22470,claudia gerini,2,1,2
22471,claudia marsani,1,1,1
22472,claudia vega,1,1,1
22473,claudine auger,3,1,3
22474,claudio brook,5,4,2
22475,claudio fragasso being butthurt,2,1,2
22476,claudius,1,1,1
22477,claudius character,3,3,1
22478,claustraphobic,1,1,1
22479,claustrophic,1,1,1
22480,claustrophobia,54,51,6
22481,claustrophobic,583,113,313
22482,claustrophobic setting,2,2,1
22483,claustrophobua,1,1,1
22484,claw,29,28,2
22485,claw arcade game,1,1,1
22486,claw crane,1,1,1
22487,claw dagger,1,1,1
22488,claw fight,9,9,1
22489,claw hammer,8,8,1
22490,claw scratch,1,1,1
22491,claw weapon,1,1,1
22492,clawed to death,4,4,1
22493,claws,4,4,1
22494,claxon,1,1,1
22495,clay,10,10,1
22496,clay animation,18,9,14
22497,clay county missouri,1,1,1
22498,clay figure,1,1,1
22499,clay pigeon shooting,3,3,1
22500,clay sculpture,1,1,1
22501,clay-mation,2,1,2
22502,clayface character,1,1,1
22503,claymation,336,51,177
22504,claymation scene,1,1,1
22505,claymation vampire disintegration,1,1,1
22506,claymore,3,2,2
22507,claymore land mine,2,2,1
22508,clayne crawford,1,1,1
22509,clea duvall,37,9,27
22510,clean,27,26,10
22511,clean air,1,1,1
22512,clean cinematography,1,1,1
22513,clean comedy,23,19,7
22514,clean ending,3,1,3
22515,clean energy,4,3,3
22516,clean freak,1,1,1
22517,clean language,48,48,2
22518,clean room,1,1,1
22519,clean shaven biker,2,2,1
22520,clean suit,1,1,1
22521,clean towels,1,1,1
22522,clean with toothbrush,1,1,1
22523,cleaner,10,10,2
22524,cleaner shrimp,1,1,1
22525,cleaners,1,1,1
22526,cleaning,18,18,1
22527,cleaning a bathroom,1,1,1
22528,cleaning a camera lens,1,1,1
22529,cleaning a car,1,1,1
22530,cleaning a gun,2,2,1
22531,cleaning a gutter,1,1,1
22532,cleaning a latrine,1,1,1
22533,cleaning a swimming pool,2,2,1
22534,cleaning a toilet,2,2,1
22535,cleaning a toilet bowl,1,1,1
22536,cleaning a wall,1,1,1
22537,cleaning a window,1,1,1
22538,cleaning a windshield,1,1,1
22539,cleaning a wound,1,1,1
22540,cleaning agent,1,1,1
22541,cleaning an oven,1,1,1
22542,cleaning compulsion,1,1,1
22543,cleaning crew,2,2,1
22544,cleaning fingernails,1,1,1
22545,cleaning fish,2,2,1
22546,cleaning inside a garbage truck,1,1,1
22547,cleaning knife,1,1,1
22548,cleaning lady,22,21,3
22549,cleaning man,1,1,1
22550,cleaning obsession,1,1,1
22551,cleaning out a locker,1,1,1
22552,cleaning out desk,1,1,1
22553,cleaning service,2,2,1
22554,cleaning shoes,1,1,1
22555,cleaning teeth,1,1,1
22556,cleaning toilet,3,3,1
22557,cleaning up blood,5,5,1
22558,cleaning woman,8,8,1
22559,cleanliness,3,3,1
22560,cleanliness freak,1,1,1
22561,cleanse by fire,1,1,1
22562,cleanup and abatement order,1,1,1
22563,clear,1,1,1
22564,clear mind,2,1,2
22565,clear salvation message,2,1,2
22566,clear skiy,1,1,1
22567,clear stuntmen,1,1,1
22568,clear water,1,1,1
22569,clear-vision,1,1,1
22570,clearance,1,1,1
22571,clearance sale,1,1,1
22572,clearing in wood,1,1,1
22573,clearing one's name,1,1,1
22574,clearing rocks from the land,1,1,1
22575,clearplay,300,284,16
22576,clearstream,1,1,1
22577,clearwater,2,2,1
22578,cleavage,240,228,16
22579,cleave gag,5,5,1
22580,cleaved hand,1,1,1
22581,cleavent derricks,1,1,1
22582,cleaver,14,14,1
22583,cleavon little,2,1,2
22584,clemence,1,1,1
22585,clemence poesy,1,1,1
22586,clemency hearing,1,1,1
22587,clenched fist,4,4,1
22588,clenched teeth,1,1,1
22589,cleo,1,1,1
22590,cleopatra,13,8,4
22591,cleopatra character,2,2,1
22592,clergy,8,7,3
22593,clergyman,13,13,1
22594,cleric,2,2,1
22595,clerical celibacy,1,1,1
22596,clerical error,3,3,2
22597,clerk,38,38,2
22598,clermont ferrand france,1,1,1
22599,clermont-ferrand,1,1,1
22600,cletus kasady character,1,1,1
22601,cleveland,15,10,10
22602,cleveland massacre,1,1,1
22603,cleveland ohio,13,13,1
22604,clever,1497,163,828
22605,clever banter,3,2,3
22606,clever characters,1,1,1
22607,clever concept,17,1,17
22608,clever dialog,1,1,1
22609,clever dialogs,5,1,5
22610,clever dialogue,21,6,21
22611,clever hero,15,1,15
22612,clever lines,8,3,8
22613,clever moments,1,1,1
22614,clever names,1,1,1
22615,clever plot,5,2,5
22616,clever premise,7,1,7
22617,clever script,198,14,182
22618,clever twists,15,2,15
22619,clever writing,22,2,22
22620,cleverness,3,3,2
22621,cli-fi,1,1,1
22622,cliche,792,267,397
22623,cliche action scenes,1,1,1
22624,cliche after cliche,14,1,14
22625,cliche but fun,1,1,1
22626,cliche characters,104,25,79
22627,cliche contrition,5,1,5
22628,cliche depiction of writers and artists,2,1,2
22629,cliche dialogue,13,5,13
22630,cliche ending,40,7,36
22631,cliche moments,1,1,1
22632,cliche plot,1,1,1
22633,cliche script,1,1,1
22634,cliche villain,3,2,2
22635,cliche villains,2,1,2
22636,cliched,86,36,68
22637,cliched dialogs,1,1,1
22638,cliched morals,1,1,1
22639,cliched plot,34,8,32
22640,cliched villain,12,1,12
22641,cliches,24,10,22
22642,clichã?â©d plot,1,1,1
22643,clichã©,4,4,3
22644,clichã© ending,9,2,9
22645,clichã© finale,1,1,1
22646,clichã© horror ending,1,1,1
22647,clichã©d,2,2,2
22648,clichã©d aesthetics,1,1,1
22649,clichã©d future,1,1,1
22650,clichã©d in places,1,1,1
22651,clichã©d plot,1,1,1
22652,clichãƒâ© ending,2,1,2
22653,clichãƒâƒã‚â© ending,1,1,1
22654,cliché,93,38,70
22655,cliché filled,1,1,1
22656,cliché finale,22,3,21
22657,cliché princess,1,1,1
22658,cliché storyline,19,1,19
22659,cliché'd,1,1,1
22660,clichéd,10,5,10
22661,clicker training,1,1,1
22662,clicking heels,1,1,1
22663,clicking one's tongue,1,1,1
22664,client,11,11,1
22665,client plans,1,1,1
22666,clientele,1,1,1
22667,cliff,59,58,5
22668,cliff diving,6,5,2
22669,cliff dwelling,4,2,3
22670,cliff edwards,1,1,1
22671,cliff eidelman,2,2,1
22672,cliff hanger,5,4,5
22673,cliff ledge,1,1,1
22674,cliff martinez,4,1,4
22675,cliff robertson,3,2,3
22676,cliffhanger,95,27,75
22677,cliffhanger ending,8,8,3
22678,cliffhanging,5,5,1
